user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_02322,iwells@example.net,Wendy,Cervantes,35.0,Male,USA,Wisconsin,West Brandon,Premium,2023-08-23,False,6.63,Gaming Console,7.0,2023-11-11 05:22:37.074062
user_02323,michelle48@example.org,Douglas,Farmer,39.0,,USA,Michigan,Lake William,Premium+,2025-03-02,False,32.79,Laptop,2.0,2024-12-28 02:40:06.020797
user_02324,fmartin@example.com,Tyler,Calhoun,30.0,Female,USA,Georgia,West Andrewfurt,Basic,2024-05-17,True,,Laptop,,2023-07-12 13:47:10.694232
user_02325,manningtodd@example.org,Donald,Smith,34.0,Male,Canada,Quebec,South Lindashire,Standard,2022-12-27,False,14.97,Laptop,,2023-05-03 06:58:35.134321
user_02326,lbrown@example.com,Samuel,Carter,45.0,Female,USA,Indiana,Port Michael,Standard,2022-10-27,True,33.24,Tablet,4.0,2023-09-12 12:30:58.002354
user_02327,johnsondaniel@example.com,Mike,Bridges,31.0,Female,USA,Pennsylvania,South Brian,Premium,2024-10-03,True,2.15,Smart TV,2.0,2025-07-19 15:45:48.967987
user_02328,ashley17@example.com,Stephanie,Duarte,25.0,Other,Canada,Newfoundland and Labrador,North Janice,Premium,2023-03-23,True,,Smart TV,3.0,2023-04-18 17:07:17.993435
user_02329,millernicole@example.org,Donna,Knight,32.0,Female,USA,Michigan,North Margaret,Standard,2025-05-05,True,7.62,Gaming Console,4.0,2025-06-08 05:37:05.880652
user_02330,mcgrathrobert@example.org,Matthew,House,21.0,Male,USA,Illinois,Lake Lawrence,Standard,2025-07-06,False,344.49,Desktop,5.0,2023-05-03 12:12:41.719171
user_02331,maria11@example.net,Victoria,Frye,22.0,Female,USA,Maryland,North Patriciabury,Premium,2024-09-15,True,25.77,Gaming Console,,2024-06-02 19:49:41.245675
user_02332,rivasedward@example.com,Lauren,Hogan,31.0,Female,USA,Michigan,Lawsonchester,Premium,2025-02-15,False,5.42,Laptop,1.0,2025-04-29 05:00:05.271019
user_02333,ehernandez@example.com,Mary,White,23.0,Female,Canada,Nova Scotia,Katherinefurt,Premium,2024-07-28,False,16.52,Mobile,,2024-11-09 09:20:57.989353
user_02334,melissa18@example.org,Kimberly,Leon,35.0,Female,USA,Pennsylvania,South Brianside,Premium,2025-06-05,False,24.55,Gaming Console,4.0,2024-08-07 11:29:18.112387
user_02335,renee08@example.org,Travis,Jefferson,44.0,Female,USA,Arizona,West Josephport,Standard,2025-04-16,True,13.14,Laptop,4.0,2024-10-29 03:13:23.870416
user_02336,kaitlynsnyder@example.net,Alyssa,Graves,7.0,Male,USA,Tennessee,West Loribury,Premium,2024-08-04,False,29.1,Smart TV,3.0,2025-07-11 06:32:27.462581
user_02337,nhicks@example.com,Kelly,Brown,34.0,Female,USA,Michigan,Edwardtown,Standard,2025-07-06,True,,Smart TV,4.0,2023-11-27 05:50:25.658847
user_02338,pattersonchristian@example.com,Ronald,Moore,26.0,Female,USA,Massachusetts,Myersville,Standard,2023-07-10,False,11.77,Mobile,1.0,2025-03-08 11:12:44.539525
user_02339,benjamin76@example.org,Gwendolyn,Bailey,46.0,,USA,Virginia,North Rachelfort,Standard,2023-02-14,True,,Mobile,7.0,2025-07-05 05:06:14.400266
user_02340,hkim@example.net,Samantha,Lloyd,36.0,Female,Canada,Saskatchewan,Freemanland,Premium,2024-12-24,True,6.14,Desktop,2.0,2024-03-31 06:14:05.209823
user_02341,brenda14@example.org,Stephanie,Rodriguez,14.0,Female,USA,Virginia,Cranestad,Premium+,2024-03-10,False,8.12,Smart TV,3.0,2023-11-09 08:49:53.036034
user_02342,kristen08@example.net,George,Reed,17.0,Male,Canada,Newfoundland and Labrador,Haileyfurt,Standard,2022-11-09,True,26.59,Gaming Console,3.0,2023-08-13 01:43:41.032013
user_02343,brucerobinson@example.org,Michele,Hernandez,35.0,Female,USA,Florida,Port Chadfurt,Basic,2024-09-26,True,7.02,Smart TV,1.0,2024-09-28 02:14:12.133187
user_02344,pereznathan@example.com,Nicole,Stewart,43.0,Male,Canada,British Columbia,Nolanland,Standard,2024-09-12,False,9.64,Desktop,1.0,2025-07-14 16:26:24.908906
user_02345,amber63@example.com,David,Sanchez,35.0,Female,USA,Missouri,Lopezberg,Premium,2024-06-10,True,12.5,Tablet,2.0,2023-07-26 12:34:27.798359
user_02346,brandon80@example.com,Andrew,Hansen,33.0,Other,Canada,Ontario,Port Susan,Standard,2025-04-26,True,26.94,Smart TV,6.0,2024-06-29 22:44:39.901194
user_02347,fischertina@example.net,Samuel,Fernandez,37.0,Other,USA,Virginia,Port Jennifer,Premium+,2025-06-13,True,8.9,Mobile,7.0,2023-06-02 04:55:12.444357
user_02348,jacquelineedwards@example.net,Aaron,Clay,,Female,USA,New Jersey,Annettebury,Premium,2023-09-14,True,21.08,Desktop,3.0,2023-06-10 22:38:02.998377
user_02349,reidstacey@example.net,Brian,Smith,13.0,Female,Canada,British Columbia,East Melindachester,Basic,2023-09-09,True,11.1,Tablet,2.0,2022-08-07 20:57:18.729816
user_02350,samantha01@example.net,Ruth,Evans,26.0,Female,USA,Indiana,New Justinfort,Standard,2022-08-28,False,16.77,Gaming Console,5.0,2024-02-13 11:00:43.324335
user_02351,wallacemaxwell@example.org,Alexander,Hayden,,Prefer not to say,USA,Tennessee,West Meganton,Standard,2023-02-24,True,,Laptop,3.0,2023-05-07 04:03:55.626317
user_02352,owenangela@example.com,Alexander,Martinez,48.0,Male,USA,Tennessee,Christophertown,Premium+,2024-10-30,False,12.65,Laptop,4.0,2022-11-22 15:30:21.540573
user_02353,vasquezcrystal@example.org,Jessica,Jones,,Male,Canada,Newfoundland and Labrador,East Leah,Premium,2024-01-02,True,,Desktop,3.0,2024-12-09 18:22:40.377993
user_02354,shane87@example.net,Bobby,Craig,69.0,Male,Canada,British Columbia,New Brandon,Premium+,2023-09-08,True,19.92,Mobile,5.0,2023-10-27 22:10:25.313704
user_02355,tmiller@example.org,Thomas,Gilbert,15.0,Male,Canada,Newfoundland and Labrador,Amandaland,Premium,2025-04-07,True,9.46,Gaming Console,3.0,2024-04-28 01:21:51.840777
user_02356,bevans@example.com,Christopher,Santana,21.0,Male,USA,Ohio,Nathanchester,Standard,2023-09-09,True,11.07,Tablet,,2025-07-25 06:43:18.637113
user_02357,yhaynes@example.net,Amanda,Rich,25.0,Male,Canada,Newfoundland and Labrador,Lake Katherine,Basic,2023-03-07,True,10.34,Laptop,2.0,2023-01-20 14:59:00.336912
user_02358,lisaholt@example.net,Dale,Smith,24.0,Female,Canada,Prince Edward Island,Anthonyberg,Premium+,2022-08-19,False,10.37,Tablet,2.0,2022-08-29 15:25:23.338209
user_02359,kimpayne@example.com,Roy,Mcdonald,31.0,Male,USA,Illinois,South Brad,Premium,2023-12-23,False,10.13,Laptop,3.0,2024-10-14 23:47:08.194371
user_02360,gharris@example.org,Jamie,Lee,,Female,USA,New Jersey,East James,Premium,2024-04-11,True,9.17,Laptop,5.0,2022-11-13 09:00:27.263880
user_02361,steven07@example.com,Alexandra,Taylor,26.0,Female,USA,Illinois,Francofurt,Premium,2024-03-02,True,6.81,Gaming Console,2.0,2024-02-07 22:36:35.575393
user_02362,kstephens@example.com,Alexander,Castaneda,52.0,Male,Canada,New Brunswick,South Brianna,Premium,2024-10-06,True,4.84,Tablet,3.0,2023-09-11 22:09:08.913170
user_02363,bmorris@example.com,Erica,Moore,41.0,,Canada,Ontario,Lake Cherylmouth,Premium+,2022-08-11,True,,Desktop,4.0,2022-09-17 07:26:44.399330
user_02364,josephhardy@example.net,Nicole,Scott,12.0,Female,USA,New York,Port Laurenview,Basic,2023-02-28,True,3.14,Desktop,4.0,2025-04-15 07:06:38.649473
user_02365,dhardin@example.net,Paul,Garcia,49.0,Male,Canada,Ontario,South Jacquelinechester,Premium,2022-10-02,True,0.67,Gaming Console,2.0,2024-06-29 07:21:18.902102
user_02366,danielleschmidt@example.net,Meagan,Wallace,47.0,Female,USA,Michigan,Janicebury,Premium,2022-11-27,True,2.23,Laptop,,2024-10-16 08:57:11.178431
user_02367,mitchellpaula@example.com,Tommy,Young,,Female,USA,Georgia,Lake Christian,Standard,2025-07-03,True,7.55,Tablet,7.0,2025-02-09 06:38:34.821050
user_02368,rhendrix@example.com,Tammy,Sanchez,38.0,Female,USA,Massachusetts,Cherryburgh,Standard,2023-04-06,True,27.46,Tablet,4.0,2023-08-23 14:34:23.400819
user_02369,cgraham@example.net,Mallory,Meyer,29.0,Male,USA,Arizona,Pennyville,Standard,2023-11-29,True,25.73,Mobile,3.0,2023-10-22 05:48:53.537726
user_02370,darrylmendez@example.com,Megan,Welch,29.0,Female,USA,Massachusetts,Elizabethport,Premium,2023-05-17,True,8.94,Smart TV,,2023-10-17 10:35:06.720600
user_02371,ashleybrown@example.com,Derek,Kennedy,29.0,Female,USA,Missouri,South Elizabethville,Premium,2025-07-21,True,29.47,Smart TV,1.0,2022-11-25 06:13:24.921696
user_02372,olove@example.net,Emily,Zhang,40.0,Male,USA,Georgia,Port Amanda,Premium,2022-12-31,True,18.64,Gaming Console,1.0,2024-07-11 21:22:43.131343
user_02373,vbanks@example.com,Anna,Bird,,Male,USA,California,West Richard,Premium,2023-05-23,True,26.36,Mobile,2.0,2024-04-07 04:36:26.647941
user_02374,tracyhowe@example.net,Marissa,Jenkins,68.0,Female,USA,Florida,Lake Michael,Standard,2022-09-05,False,5.83,Smart TV,3.0,2023-01-12 22:40:38.511848
user_02375,yhensley@example.net,Brenda,Jones,48.0,Male,USA,Massachusetts,North Brandonville,Standard,2023-10-05,True,29.94,Gaming Console,3.0,2023-07-07 13:04:14.607591
user_02376,benjamindavis@example.net,Melissa,Pena,20.0,Male,USA,Indiana,Michelleburgh,Standard,2025-04-26,True,6.61,Tablet,3.0,2023-02-17 06:48:59.828519
user_02377,elizabeth89@example.net,Glenda,Brown,46.0,Female,USA,Washington,North Robert,Standard,2023-09-15,True,11.02,Mobile,,2024-04-18 03:19:01.228813
user_02378,bradybrian@example.net,Karen,Lin,47.0,Male,USA,Ohio,East Elizabethview,Premium,2024-07-02,True,10.09,Gaming Console,2.0,2022-09-08 19:18:35.276047
user_02379,jnelson@example.com,Rebekah,Sanchez,35.0,Male,USA,Tennessee,Morganchester,Basic,2022-10-07,True,14.7,Smart TV,1.0,2025-07-04 09:01:26.685347
user_02380,roneal@example.com,Christopher,Smith,34.0,Male,USA,Michigan,Jamesside,Standard,2023-08-13,True,19.57,Desktop,3.0,2025-05-10 11:05:43.601276
user_02381,greenchad@example.com,Frank,Farmer,30.0,Male,USA,North Carolina,South Sandraview,Premium,2022-08-24,True,2.96,Mobile,3.0,2024-06-20 06:46:32.343166
user_02382,rellis@example.com,Jeremy,Watkins,68.0,Female,USA,Maryland,Erinhaven,Premium+,2025-06-06,True,29.1,Laptop,7.0,2024-08-31 15:42:48.569784
user_02383,phillipsmelissa@example.com,David,Ball,22.0,,USA,New York,Port Miranda,Standard,2024-07-26,True,12.28,Tablet,2.0,2022-11-23 16:22:56.358628
user_02384,yhayes@example.net,Andrew,Hansen,20.0,Prefer not to say,USA,Pennsylvania,New William,Basic,2022-10-13,False,,Smart TV,,2022-12-24 18:10:21.194823
user_02385,rodneyhunter@example.net,Tara,Ponce,,Prefer not to say,USA,Texas,Zacharyland,Premium,2023-08-12,False,21.87,Desktop,,2023-12-30 14:10:15.648956
user_02386,katie84@example.org,Erika,Mcclain,51.0,Male,USA,New Jersey,Lake Dylanbury,Premium,2023-03-14,True,18.22,Mobile,4.0,2023-05-31 15:34:10.982633
user_02387,palmerandrew@example.net,Charles,Garza,31.0,Male,USA,New York,West Sarah,Premium,2025-02-26,True,542.33,Smart TV,2.0,2024-10-24 13:29:43.120656
user_02388,moorefrank@example.net,Laura,Long,49.0,,USA,North Carolina,Lake Williammouth,Standard,2023-05-16,True,6.52,Tablet,2.0,2025-07-06 01:03:17.298350
user_02389,dreid@example.org,Brian,Wallace,31.0,Prefer not to say,Canada,Quebec,Lake Richardberg,Standard,2024-08-03,True,17.33,Tablet,3.0,2023-12-02 08:01:29.674988
user_02390,jennifer32@example.com,Shawn,Rosario,57.0,,USA,Washington,West Joanneton,Standard,2024-02-15,True,7.1,Smart TV,3.0,2023-11-29 04:55:44.734000
user_02391,kalvarado@example.net,Christine,Houston,,Male,USA,Georgia,Knightville,Premium,2023-09-02,False,7.9,Mobile,2.0,2022-11-29 00:03:03.455170
user_02392,shaun92@example.net,Ricardo,Newton,35.0,Prefer not to say,Canada,Alberta,South Lindastad,Basic,2023-07-13,True,21.91,Tablet,3.0,2023-01-31 21:38:44.781050
user_02393,iphelps@example.net,Susan,Day,45.0,Male,Canada,Quebec,East Chad,Premium,2024-04-22,True,6.38,Smart TV,3.0,2022-10-20 02:55:28.020990
user_02394,lisa56@example.org,Kara,Gray,38.0,Male,Canada,New Brunswick,North Leah,Premium,2024-12-10,True,9.49,Laptop,3.0,2024-01-31 12:27:56.146911
user_02395,elizabeth95@example.net,Brian,Bell,37.0,Female,USA,California,Jeremyton,Premium+,2023-03-01,True,21.78,Desktop,1.0,2023-07-31 15:36:48.737192
user_02396,ydavenport@example.net,George,Schultz,44.0,Female,USA,California,Mitchellfurt,Basic,2023-02-14,True,20.64,Smart TV,2.0,2023-07-16 16:44:59.868798
user_02397,burgessmichael@example.net,Katherine,Ryan,23.0,Male,USA,Missouri,South Markborough,Premium,2023-07-08,False,7.16,Desktop,,2023-05-05 04:49:49.752765
user_02398,wheeleranne@example.net,Leslie,Thompson,14.0,,Canada,New Brunswick,New Joshua,Standard,2024-11-19,False,13.64,Mobile,2.0,2025-05-30 10:05:31.415366
user_02399,shannon36@example.net,Adam,Brown,34.0,Male,Canada,Nova Scotia,West Christopher,Basic,2024-12-15,False,,Gaming Console,3.0,2022-11-09 07:10:01.183718
user_02400,banderson@example.com,Beth,Ramirez,28.0,Male,Canada,Quebec,Jordanland,Premium,2025-01-01,True,9.06,Mobile,3.0,2024-08-24 01:26:04.078781
user_02401,cortezbrian@example.com,Joseph,Mack,39.0,,Canada,British Columbia,South Destiny,Standard,2023-12-12,True,4.55,Laptop,2.0,2023-12-21 16:15:17.255147
user_02402,dcox@example.org,Brianna,Castillo,40.0,Prefer not to say,USA,Pennsylvania,Port Briantown,Basic,2024-02-22,True,10.38,Laptop,7.0,2024-12-18 04:19:06.338366
user_02403,johnsalazar@example.com,Kathleen,Wilson,6.0,Female,USA,Virginia,Port Robertville,Premium,2025-06-09,False,17.9,Laptop,2.0,2023-04-01 11:01:08.046984
user_02404,marygibbs@example.com,Kimberly,Martin,50.0,Male,USA,Tennessee,Fletcherland,Basic,2023-01-12,True,14.38,Mobile,3.0,2022-10-10 10:54:55.911871
user_02405,bellbrian@example.org,Ryan,Sanders,,Female,Canada,New Brunswick,South Melanie,Premium,2022-10-04,True,18.37,Tablet,6.0,2023-05-25 00:46:08.576768
user_02406,ksandoval@example.net,Scott,Leonard,23.0,Female,Canada,Quebec,Robertton,Premium+,2024-08-08,True,34.49,Laptop,5.0,2023-05-27 04:04:15.841168
user_02407,royedward@example.net,Andrew,Weaver,,Female,Canada,Prince Edward Island,Chavezshire,Premium,2023-05-09,True,15.9,Desktop,,2023-12-14 22:02:14.225674
user_02408,bmedina@example.org,Valerie,Mcmillan,32.0,Female,Canada,Nova Scotia,Port Kimberlyton,Basic,2022-10-12,True,4.65,Mobile,2.0,2023-05-12 01:07:34.276070
user_02409,allen33@example.com,Michaela,Jones,47.0,Female,USA,New York,Griffinhaven,Premium,2023-06-01,True,14.76,Gaming Console,2.0,2025-04-22 02:45:37.573228
user_02410,karen64@example.net,Danielle,Miller,34.0,Male,USA,Missouri,New Joshuaburgh,Premium+,2024-07-26,True,5.71,Smart TV,4.0,2025-04-22 03:24:19.603827
user_02411,taylorryan@example.org,Nicole,Diaz,20.0,Male,USA,New York,South Lindsay,Premium+,2022-08-30,True,33.7,Laptop,3.0,2024-05-15 01:59:41.965188
user_02412,sgross@example.net,Brian,Fleming,50.0,Male,USA,New Jersey,Coreybury,Standard,2025-04-22,True,12.41,Smart TV,1.0,2024-04-07 08:55:44.262738
user_02413,deangina@example.com,Andrew,Bernard,46.0,Male,USA,Texas,Serranohaven,Basic,2025-04-06,True,14.57,Tablet,4.0,2023-07-06 21:09:45.653227
user_02414,bmosley@example.net,Cody,Malone,43.0,Male,USA,Georgia,Franktown,Standard,2025-04-01,True,,Mobile,2.0,2022-09-27 00:34:46.716265
user_02415,joy58@example.org,Yolanda,Scott,,Male,Canada,New Brunswick,Dawsonshire,Premium,2024-09-09,True,8.76,Gaming Console,3.0,2023-06-11 05:02:26.972663
user_02416,halljames@example.com,Julie,Davis,66.0,,Canada,Prince Edward Island,Thompsonberg,Basic,2024-06-01,True,8.51,Mobile,,2023-11-05 13:19:23.991269
user_02417,brittany58@example.org,Wendy,George,53.0,Male,Canada,New Brunswick,North Derekfurt,Standard,2023-03-22,True,,Tablet,,2025-07-15 12:05:09.147386
user_02418,eterry@example.org,Barbara,Henderson,59.0,Female,USA,North Carolina,New Donna,Premium,2024-10-22,True,4.61,Desktop,,2023-03-08 13:52:55.460042
user_02419,amanda21@example.org,David,Wong,44.0,Female,USA,Florida,Sullivanview,Premium,2024-08-07,True,47.91,Gaming Console,,2025-03-13 10:49:29.285667
user_02420,cindyfarmer@example.com,Linda,Moore,25.0,Female,USA,Maryland,Wardhaven,Basic,2024-05-31,True,20.41,Tablet,1.0,2022-12-09 17:09:48.799275
user_02421,lisahernandez@example.net,Dylan,King,53.0,Male,USA,Missouri,Lake Jamesstad,Standard,2024-12-16,True,28.0,Gaming Console,2.0,2023-07-26 03:52:17.699645
user_02422,andreahenry@example.org,Andrew,Fletcher,36.0,Female,USA,Arizona,Jenniferton,Premium,2024-12-05,True,2.18,Tablet,3.0,2024-06-04 20:33:52.279593
user_02423,alvarezerika@example.org,Jacob,Boyd,47.0,Male,Canada,Manitoba,Port Jessica,Premium,2022-08-27,True,29.56,Desktop,1.0,2025-03-20 15:11:24.938599
user_02424,misty73@example.com,Alexandra,Bell,31.0,Male,USA,Maryland,South Douglas,Premium,2025-05-25,True,28.78,Gaming Console,6.0,2025-07-03 01:35:41.257510
user_02425,melinda11@example.com,Melissa,Burgess,23.0,Female,Canada,Prince Edward Island,Katieport,Premium,2024-01-06,True,,Gaming Console,1.0,2024-11-09 15:52:54.482682
user_02426,jilldavis@example.com,Alan,Hensley,18.0,Male,Canada,Prince Edward Island,New Jack,Standard,2024-12-23,True,3.08,Gaming Console,4.0,2024-07-20 10:57:54.153713
user_02427,vowen@example.com,Megan,Conner,29.0,Male,USA,Tennessee,Lindsaymouth,Standard,2023-01-22,True,24.36,Gaming Console,2.0,2025-05-14 13:00:00.408777
user_02428,ericweaver@example.net,Kristen,Guerra,43.0,,USA,Maryland,New Ariel,Standard,2022-12-13,True,4.37,Smart TV,7.0,2023-12-06 11:30:51.762900
user_02429,moonryan@example.net,Cassie,Morgan,,Female,USA,New York,Barretthaven,Standard,2024-02-21,True,22.44,Mobile,4.0,2024-06-08 10:05:46.488015
user_02430,lthomas@example.net,Alexis,Washington,,,USA,North Carolina,Nortonville,Basic,2023-04-28,True,19.64,Laptop,3.0,2024-06-27 17:34:14.179996
user_02431,pgeorge@example.net,Robin,Sims,44.0,Female,USA,New York,Charlesborough,Standard,2023-02-02,False,17.24,Gaming Console,4.0,2024-08-14 06:26:36.183662
user_02432,foxchristopher@example.org,Cory,Sloan,37.0,,Canada,Alberta,Johnsonchester,Premium,2024-02-09,True,39.66,Tablet,3.0,2025-07-13 14:02:07.968331
user_02433,kimberly43@example.com,Kimberly,Thompson,30.0,Male,USA,Massachusetts,Nashborough,Standard,2024-11-29,False,9.56,Mobile,,2024-09-24 14:57:50.301680
user_02434,owenjesse@example.com,Brandon,Hudson,42.0,Male,USA,Georgia,Susanfurt,Basic,2023-02-11,True,,Gaming Console,2.0,2024-04-03 10:38:46.703180
user_02435,cochranmelanie@example.com,Steven,Reeves,47.0,Prefer not to say,USA,New Jersey,North Erikfurt,Basic,2024-06-10,True,17.23,Tablet,3.0,2023-07-07 20:00:31.719881
user_02436,brianparks@example.org,Charles,West,38.0,,USA,Georgia,Gregorybury,Standard,2024-01-25,True,28.36,Gaming Console,3.0,2024-03-01 06:58:49.423882
user_02437,patelcheryl@example.org,Robert,Vincent,29.0,Male,USA,Illinois,Coopermouth,Premium+,2025-03-19,True,12.19,Laptop,2.0,2024-03-31 06:15:41.227769
user_02438,andrewsjeffrey@example.org,Teresa,Stevens,,Female,Canada,Nova Scotia,Calebfurt,Basic,2023-01-20,True,,Smart TV,2.0,2022-10-24 10:14:17.621767
user_02439,thompsonmelissa@example.net,Marissa,Smith,29.0,Prefer not to say,Canada,Manitoba,Jensenland,Premium+,2025-01-12,True,4.75,Tablet,2.0,2025-05-24 07:18:00.309914
user_02440,patriciamoore@example.net,Michael,Hamilton,46.0,Male,USA,Indiana,Jeremyborough,Standard,2022-08-31,True,8.03,Mobile,5.0,2024-09-19 07:31:10.055269
user_02441,markjones@example.com,Nicholas,Washington,33.0,Male,Canada,New Brunswick,Elizabethmouth,Standard,2023-03-16,True,10.94,Desktop,3.0,2022-09-04 04:40:56.489404
user_02442,lharris@example.org,Theresa,Parker,31.0,,USA,Maryland,Ashleychester,Standard,2023-08-06,True,,Mobile,1.0,2024-04-11 11:17:20.594025
user_02443,hperez@example.com,Joshua,Jacobs,56.0,Other,USA,Ohio,Lake Alexanderside,Premium,2022-11-21,True,3.7,Laptop,,2024-08-18 23:37:07.352705
user_02444,bradley46@example.net,Deborah,Myers,22.0,Female,USA,Pennsylvania,East Beckystad,Standard,2024-02-12,True,3.18,Gaming Console,3.0,2023-10-02 18:27:05.930051
user_02445,brianshaw@example.net,Donald,Smith,38.0,Female,Canada,Alberta,Danielhaven,Premium,2023-10-20,True,2.13,Tablet,3.0,2025-02-11 20:15:12.996699
user_02446,ccannon@example.com,David,Price,36.0,Other,Canada,Nova Scotia,Walterstown,Standard,2023-10-15,False,56.96,Laptop,1.0,2024-07-12 13:15:38.837736
user_02447,victoria96@example.com,Amanda,Mueller,24.0,Male,Canada,Saskatchewan,East Pamelaview,Standard,2022-10-29,True,,Smart TV,1.0,2025-01-26 18:29:14.442507
user_02448,jeremy76@example.com,Johnny,Sharp,45.0,Male,USA,Tennessee,Lake Rebeccamouth,Premium,2023-08-06,False,10.72,Smart TV,4.0,2025-03-06 08:46:14.694604
user_02449,michael80@example.org,Courtney,Whitney,30.0,Female,USA,New Jersey,Thomasmouth,Premium,2025-04-26,True,6.69,Desktop,4.0,2022-12-29 05:54:17.993062
user_02450,brittneyharris@example.net,Benjamin,Cunningham,39.0,Female,USA,Texas,Marcushaven,Premium+,2023-05-18,True,13.93,Laptop,4.0,2024-07-31 17:45:19.079425
user_02451,hernandezjames@example.org,Kenneth,Brown,44.0,Male,USA,Arizona,East Glennburgh,Basic,2023-07-22,True,14.31,Mobile,2.0,2024-07-27 01:24:34.193253
user_02452,jonathandavis@example.com,Victoria,Solomon,35.0,Male,USA,Ohio,Sarafort,Standard,2023-05-20,False,,Smart TV,,2022-11-16 11:52:33.281197
user_02453,wmendez@example.net,Angela,Griffin,41.0,Male,USA,Georgia,Port Melanie,Premium,2024-06-09,True,18.04,Smart TV,1.0,2022-08-31 21:19:00.583004
user_02454,wpearson@example.com,Derrick,Harrington,31.0,Female,USA,Pennsylvania,Paulchester,Premium+,2023-09-18,False,16.58,Smart TV,2.0,2024-04-02 04:46:55.483170
user_02455,djackson@example.net,Sandra,Garner,55.0,,USA,Maryland,Johnshire,Standard,2023-08-27,True,16.79,Smart TV,5.0,2025-03-24 23:52:04.047292
user_02456,jwilson@example.net,Courtney,King,,Male,Canada,New Brunswick,Francesberg,Standard,2023-04-28,True,32.92,Tablet,3.0,2023-08-07 17:00:56.109974
user_02457,callahananna@example.net,Kimberly,Moreno,45.0,Prefer not to say,USA,Arizona,Port Michelleborough,Basic,2025-06-30,True,18.51,Mobile,3.0,2023-03-31 09:02:56.311731
user_02458,lisaperez@example.net,Andrew,Walsh,,,Canada,Quebec,Vargasland,Premium+,2024-10-14,True,5.36,Mobile,,2022-08-16 23:43:07.409077
user_02459,laneaustin@example.com,Kelly,Bailey,13.0,Male,Canada,Nova Scotia,Port Samuelville,Premium+,2023-04-29,True,10.09,Mobile,6.0,2024-12-24 23:34:57.096938
user_02460,andreatorres@example.org,Julie,Gutierrez,108.0,Male,USA,Pennsylvania,Carolmouth,Premium+,2024-04-10,True,9.54,Desktop,2.0,2024-10-18 11:09:28.518358
user_02461,jenniferrobinson@example.com,Tracy,Lee,45.0,Female,Canada,Ontario,West Robertmouth,Standard,2025-05-10,True,5.47,Tablet,,2022-10-10 23:33:47.361063
user_02462,james76@example.net,Edward,Cruz,38.0,Female,USA,Maryland,Johnsonstad,Premium,2024-05-01,True,11.27,Gaming Console,2.0,2024-12-18 08:42:17.144323
user_02463,jacob36@example.net,Scott,Ford,42.0,,Canada,British Columbia,East Tarahaven,Premium,2023-03-01,True,,Desktop,5.0,2023-02-25 13:12:37.963614
user_02464,ballardkara@example.org,David,Yang,45.0,Female,USA,Tennessee,Jamesburgh,Premium+,2023-12-02,True,17.86,Desktop,4.0,2023-12-21 11:39:44.721904
user_02465,jessicacollins@example.com,Sarah,Pitts,29.0,Female,USA,Indiana,North Denise,Standard,2024-02-13,True,15.4,Tablet,5.0,2024-05-13 05:36:26.873383
user_02466,ohall@example.net,Alexander,Walker,33.0,Male,Canada,British Columbia,North Kennethstad,Standard,2024-02-08,True,2.16,Gaming Console,,2023-10-20 09:35:44.533860
user_02467,stonetammy@example.net,Penny,Potter,30.0,,USA,Arizona,Justinfurt,Premium,2024-04-02,True,,Mobile,1.0,2023-11-19 16:10:26.564906
user_02468,josegray@example.net,Jeff,Davenport,46.0,Male,USA,Georgia,Anneland,Standard,2023-02-26,False,,Smart TV,3.0,2024-11-16 05:31:03.477874
user_02469,torresadam@example.org,Kimberly,Ramirez,40.0,Other,USA,Illinois,South Justinchester,Standard,2024-04-29,True,11.01,Smart TV,4.0,2023-03-07 13:43:53.464391
user_02470,harrisjesus@example.net,Deborah,Reid,25.0,Female,USA,Missouri,West Michaelborough,Premium,2023-09-06,True,,Gaming Console,1.0,2022-09-09 12:29:20.882675
user_02471,gonzaleztommy@example.com,Denise,Gordon,31.0,Male,USA,Washington,Malonemouth,Premium+,2022-08-16,True,11.91,Gaming Console,2.0,2023-07-08 11:49:48.720342
user_02472,smoore@example.net,Alyssa,Smith,31.0,Female,USA,California,New Christopher,Basic,2024-03-12,True,6.39,Mobile,3.0,2024-03-06 23:48:12.963254
user_02473,olynch@example.net,Rebecca,David,24.0,,USA,Florida,Port Ivan,Basic,2024-07-10,True,17.87,Mobile,2.0,2023-05-30 04:23:01.320244
user_02474,brittneysanchez@example.com,John,Williams,43.0,Male,Canada,New Brunswick,Lisachester,Basic,2025-03-01,False,,Smart TV,3.0,2023-08-11 08:08:09.527226
user_02475,victoriaroth@example.com,Angela,Shelton,24.0,Male,USA,Michigan,Henryland,Basic,2024-09-11,True,16.46,Mobile,2.0,2025-02-18 01:48:45.984096
user_02476,kenneth12@example.org,Katherine,Mitchell,39.0,Female,Canada,Saskatchewan,Williamfurt,Basic,2023-03-24,False,13.06,Gaming Console,1.0,2024-03-21 17:34:16.033016
user_02477,castillojeffrey@example.org,Stephen,Johnson,16.0,Female,USA,Indiana,New Nancy,Premium,2024-07-04,True,17.28,Smart TV,,2023-10-23 17:29:28.655606
user_02478,eward@example.com,Helen,Newman,15.0,Female,Canada,Prince Edward Island,Huynhbury,Premium,2024-01-05,True,9.56,Laptop,7.0,2023-11-02 10:08:08.466000
